ALANSARI/title,ALANSARI/lat,ALANSARI/lng,ALANSARI/image,ALANSARI/address,ALANSARI/city,ALANSARI/timings,ALANSARI/mobile_number,ALANSARI/contact_number,ALANSARI/contact_email,ALANSARI/id
Murshid Branch,25.267955,55.301312,https://alansariexchange.com/wp-content/themes/alansari/assets/images/active.png,"<p>Murshid Bazar, Dubai</p>
",UAE,"<p>MON, TUES,WED,THURS,SAT: 8:30 AM &#8211; 1:30 PM / 5:00 PM &#8211; 9:00 PM FRIDAY: 8:30 AM &#8211; 1:00 PM / 5:00 PM &#8211; 9:00 PM</p>
<p>SUN &#8211; CLOSED</p>
",600 54 6000,,info@alansari.ae,27438
My City Centre Al Barsha Branch,25.06943,55.241974,https://alansariexchange.com/wp-content/themes/alansari/assets/images/active.png,"<p>Unit No. B10, Ground Floor, My City Centre, Al Barsha, Dubai</p>
",UAE,"<p>Monday &#8211; Sunday: 08:00 AM &#8211; 12:00 AM</p>
",600 54 6000,,info@alansari.ae,27452
Nad Al Hammar Mall Branch,25.190392280791308,55.392693179219904,https://alansariexchange.com/wp-content/themes/alansari/assets/images/active.png,"<p>Shop No. F10, First Floor, Nad Al Hammar Mall, Dubai</p>
",UAE,"<p><span>Everyday: 09:00 AM – 12.00 MN</span></p>
",600 54 6000,,info@alansari.ae,438620
Naif Branch,25.271345,55.301724,https://alansariexchange.com/wp-content/themes/alansari/assets/images/active.png,"<p>Naif Road, Opposite AL Karnak Hotel, Dubai</p>
",UAE,"<p>Everyday: 08:00 AM &#8211; 11:00 PM</p>
",600 54 6000,,info@alansari.ae,27439
Nesto Hypermarket Industrial Area 1 Jabel Ali Branch,24.995893692241665,55.14269146500074,https://alansariexchange.com/wp-content/themes/alansari/assets/images/active.png,"<p>Unit No. 23, Ground Floor, Nesto Hypermarket, 74 Street, Jabel Ali Industrial Area</p>
",UAE,"<p>Everyday<span>: 08:00 AM – 10:30 PM</span></p>
",600 54 6000,,info@alansari.ae,440669
Oasis Centre Branch,25.169176,55.241499,https://alansariexchange.com/wp-content/themes/alansari/assets/images/active.png,"<p>Ground Floor, Carrefour Market Entrance, Oasis Centre, Sheikh Zayed Road, Dubai</p>
",UAE,"<p>Monday – Sunday: 08:30 AM – 12:00 MN</p>
",600 54 6000,,info@alansari.ae,27440
Sheikh Zayed Road,25.217209192607182,55.27828696365567,https://alansariexchange.com/wp-content/themes/alansari/assets/images/active.png,"<p>Plot No. 335-104, Al Safa Tower, Sheikh Zayed Road, Trade Center 1, Dubai</p>
",UAE,"<p><span>Everyday: 08:00 AM – 12:00 MN</span></p>
",600 54 6000,,info@alansari.ae,228142
"Silicon Central Branch, Dubai",25.112161191380043,55.3744645498297,https://alansariexchange.com/wp-content/themes/alansari/assets/images/active.png,"<p>Unit No. C-0006 Silicon Central, Dubai<br />
Silicon Oasis, Dubai</p>
",UAE,"<p>Monday &#8211; Saturday: 08:00 AM – 12:00 AM<br />
Sunday: 08:30 AM – 12:00 AM</p>
",600 54 6000,,info@alansari.ae,141000
Sonapour Branch,25.261642,55.424568,https://alansariexchange.com/wp-content/themes/alansari/assets/images/active.png,"<p>Muhishah 2, Sonapour, Beside Talal Supermarket, Dubai</p>
",UAE,"<p>Monday – Sunday: 08:00 AM – 10:30 PM; Friday Prayer Break: 01:00 PM &#8211; 02:00 PM</p>
",600 54 6000,,info@alansari.ae,27441
Souk Madinat Jumeirah Branch,25.133213,55.186257,https://alansariexchange.com/wp-content/themes/alansari/assets/images/active.png,"<p>Shop No. 32 near Burj Viewing Deck, Souk Madinat Jumeirah, Dubai</p>
",UAE,"<p>Everyday: 09:00 AM – 11:00 PM</p>
",600 54 6000,,info@alansari.ae,27442
Souq Al Kabeer Branch,25.268073519830107,55.297512386411796,https://alansariexchange.com/wp-content/themes/alansari/assets/images/active.png,"<p>Shop No. 14, Al Souq Al Kabeer, Deira Dubai</p>
",UAE,"<p>Everyday: 08:00 AM &#8211; 10:30 PM</p>
",600 54 6000,,info@alansari.ae,42129
The Beach JBR,25.075707386877266,55.13145315648672,https://alansariexchange.com/wp-content/themes/alansari/assets/images/active.png,"<p>Kiosk No. TB-14 The Beach, Jumeirah Beach Residence, Dubai</p>
",UAE,"<p><span>Everyday: 09:00 AM – 12:00 MN</span></p>
<p>&nbsp;</p>
",600 54 6000,,info@alansari.ae,27426
The Dubai Mall 4 (At The Top) Branch,25.19758922983466,55.276363394171995,https://alansariexchange.com/wp-content/themes/alansari/assets/images/active.png,"<p>Unit No. TDM-LG-194, The Dubai Mall,<br />
Financial Center Street, Sheikh Zayed Road, Dubai</p>
",UAE,"<p>Monday &#8211; Sunday: 09:00 AM – 12:00 MN</p>
<p>&nbsp;</p>
<p>&nbsp;</p>
",,600546000,info@alansari.ae,110295
The Pointe Palm Jumeirah Branch,25.125350838497237,55.12265589094792,https://alansariexchange.com/wp-content/themes/alansari/assets/images/active.png,"<p>Unit # TPT-G-C-IM10A, The Pointe Palm Jumeirah Road, Dubai</p>
",UAE,"<p>Monday – Saturday: 08:00 AM – 11:00 PM, Sunday: 12:00 NN &#8211; 10:00 PM</p>
",600 54 6000,,info@alansari.ae,27458
Union Coop &#8211; Hessa Street Branch,25.084864364076328,55.19932396389014,https://alansariexchange.com/wp-content/themes/alansari/assets/images/active.png,"<p>Shop No. G 07, Union Coop Hessa Street Branch, Al Barsha 3, Dubai</p>
",UAE,"<p>Monday – Sunday: 08:00 AM – 11:30 PM; Friday Prayer Break: 01:00 PM &#8211; 02:00 PM</p>
<p>&nbsp;</p>
<p>&nbsp;</p>
",600 54 6000,,info@alansari.ae,49870
Union Coop Al Barsha South Mall Branch,25.085843243650174,55.24169336071715,https://alansariexchange.com/wp-content/themes/alansari/assets/images/active.png,"<p>Unit F-05, First Floor Union Coop, Al Barsha South Mall, Street 58, Al Barsha South, Dubai</p>
<p>&nbsp;</p>
<p>&nbsp;</p>
",UAE,"<p>Monday – Saturday: 8:00 AM &#8211; 11:30 PM<br />
Sunday &#8211; 10:00 AM &#8211; 11:30 PM</p>
<p>&nbsp;</p>
",600546000,,info@alansari.ae,52412
Union Cooperative Society &#8211; Abu Hail Branch,25.287557,55.322696,https://alansariexchange.com/wp-content/themes/alansari/assets/images/active.png,"<p>Shop No. G-03, Ground Floor, Abu Hail Union Coop, Dubai</p>
",UAE,"<p>Monday – Saturday: 08:00 AM – 11:00 PM, Sunday: 9:00 AM &#8211; 11:00 PM; Friday Prayer Break: 01:00 PM &#8211; 02:00 PM</p>
",600 54 6000,,info@alansari.ae,27453
Union Cooperative Society &#8211; Al Wasl Branch,25.210427,55.270724,https://alansariexchange.com/wp-content/themes/alansari/assets/images/active.png,"<p>Ground Floor, Union Co-Op Society (Behind Shangri-La Hotel, Shk. Zayed Road)</p>
",UAE,"<p>Monday – Saturday: 8:00 AM &#8211; 12:00 MN<br />
Sunday -09:00 AM – 11:30 PM</p>
", 600 54 6000,,info@alansari.ae,27446
Union Cooperative Society &#8211; Umm Suqaim Branch,25.1433125,55.2064375,https://alansariexchange.com/wp-content/themes/alansari/assets/images/active.png,"<p>Umm Suqaim, Union Coop, Dubai</p>
",UAE,"<p>Monday – Sunday:: 08:00 AM – 11:30 PM</p>
",600 54 6000,,info@alansari.ae,27444
Union Coop Jumeirah First Branch,25.22481369070356,55.266054052903854,https://alansariexchange.com/wp-content/themes/alansari/assets/images/active.png,"<p>Shop No:3, Union Coop Jumeirah 1 Branch, Al Wasl Road, Al Badaá, Dubai</p>
",UAE,"<p>Monday – Saturday: 08:00 AM &#8211; 11.30 PM, Sunday: 09:00 AM – 11:30 PM</p>
<p>&nbsp;</p>
",600 54 6000,,info@alansari.ae,53276
Union Coop Motor City Branch,25.045476181214564,55.23283836692485,https://alansariexchange.com/wp-content/themes/alansari/assets/images/active.png,"<p>Shop No. 3, First Floor, Union Coop Motor City, Motor City, Dubai</p>
",UAE,"<p>Every day: 08:00 AM- 12:00 MN</p>
",600 54 6000,,info@alansari.ae,548049
Union Coop Society Al Warqa City Mall Branch,25.206413589774048,55.42592404232928,https://alansariexchange.com/wp-content/themes/alansari/assets/images/active.png,"<p dir=""rtl"" style=""text-align: left"">Unit No. F02A First Floor, Al Warqa City Mall Union Co-operative, Al Warqa 3, Dubai</p>
",UAE,"<p>Monday – Saturday: 08:30 AM &#8211; 12:00 MN, Sunday &#8211; 09:00 AM – 11:00 PM</p>
<p>&nbsp;</p>
",600 54 6000,,info@alansari.ae,42942
Wafi Mall Branch,25.230270740371513,55.31823914686322,https://alansariexchange.com/wp-content/themes/alansari/assets/images/active.png,"<p>Ground Floor, Near Carrefour Hypermarket, Wafi Mall, Bur Dubai</p>
",UAE,"<p>Monday – Sunday: 09:00 AM – 12:00 MN</p>
<p>&nbsp;</p>
",600 54 6000,,info@alansari.ae,27447
Waterfront Market Branch,25.291707312971987,55.324402699999176,https://alansariexchange.com/wp-content/themes/alansari/assets/images/active.png,"<p>Shop No. SH-F28 &amp; SH-F29, Ground Floor, Waterfront Market, Dubai</p>
",UAE,"<p>Monday – Saturday: 08:00 AM – 11:30 PM,</p>
<p>Sunday: 09:00 AM &#8211; 11:00 PM</p>
<p>&nbsp;</p>
",600 54 6000,,info@alansari.ae,27448
Al Arouba Branch,25.353859,55.385962,https://alansariexchange.com/wp-content/themes/alansari/assets/images/active.png,"<p>Al Arouba Street, Sharjah</p>
",UAE,"<p><span>Monday – Saturday: 08:00 AM – 10:30 PM, Sunday: 09:00 AM – 10:30 PM</span></p>
",600 54 6000,,info@alansari.ae,27475
Al Dhaid Branch,25.283131,55.878747,https://alansariexchange.com/wp-content/themes/alansari/assets/images/active.png,"<p>Al Dhaid Main Street, Sharjah</p>
",UAE,"<p>Monday &#8211; Sunday: 08:00 AM &#8211; 11:00 PM</p>
",600 54 6000,,info@alansari.ae,27492
Al Dhaid Mall Branch,25.280479885631678,55.87707009085311,https://alansariexchange.com/wp-content/themes/alansari/assets/images/active.png,"<p>Shop No. 11 &amp; 12, Ground Floor, Al Dhaid Mall, Al Dhaid, Sharjah</p>
",UAE,"<p>Everyday: 08:00 AM &#8211; 11:00 PM</p>
",600 54 6000,,info@alansari.ae,233110
Al Khan 1 Branch,25.33503,55.372032,https://alansariexchange.com/wp-content/themes/alansari/assets/images/active.png,"<p>Sharjah Co-Op Society, Al Khalidiya Street</p>
",UAE,"<p>Monday – Saturday: 08:00 AM &#8211; 12:00 MN, Sunday: 08:00 AM – 11:00 PM; Friday Prayer Break: 12:00 PM &#8211; 01:00 PM</p>
",600 54 6000,,info@alansari.ae,27493
Al Khan 2 Al Salam Building Branch,25.329136,55.374679,https://alansariexchange.com/wp-content/themes/alansari/assets/images/active.png,"<p>Shop No. 1 &amp; 2, Al Salam Building, Al Khan Street, Al Majaz 3</p>
",UAE,"<p>Monday – Saturday: 08:00 AM – 11:30 PM, Sunday : 09:00 AM – 11:00 PM</p>
",600 54 6000,,info@alansari.ae,27481
Al Khan Corniche the Gate Tower Branch,25.313232616110703,55.36978938371743,https://alansariexchange.com/wp-content/themes/alansari/assets/images/active.png,"<p>Unit No. G06, GF, The Gate Tower, Corniche Road, Al Khan, Sharjah</p>
",UAE,"<p><span>Monday – Saturday: 08:00 AM – 11:30 PM Sunday: 08:30 AM – 11:30 PM</span></p>
",600 54 6000,,info@alansari.ae,384878
Al Majaz Branch,25.323869,55.3807653,https://alansariexchange.com/wp-content/themes/alansari/assets/images/active.png,"<p>Shop No. 3, Al Majaz 3, Entifadah Road, Plot No. 767 next to Lulu Al Buhaira, Sharjah</p>
",UAE,"<p>Monday – Saturday: 08:00 AM &#8211; 11:00 PM, Sunday: 10:00 AM &#8211; 10:00 PM</p>
",600 54 6000,,info@alansari.ae,27503
Al Mubarak Center Branch,25.36507,55.393513,https://alansariexchange.com/wp-content/themes/alansari/assets/images/active.png,"<p>Al Mubarak Centre, Al Arouba Street, Sharjah</p>
",UAE,"<p>Monday – Saturday: 08:00 AM – 11:00 PM</p>
<p>Sunday: 9:00 AM &#8211; 11:00 PM</p>
",600 54 6000,,info@alansari.ae,27476
Al Nahda Tower Branch,25.301508,55.372274,https://alansariexchange.com/wp-content/themes/alansari/assets/images/active.png,"<p>Near Carrefour, Shop No. 2 &amp; 3, Al Nahda Street, Al Nahda, Sharjah</p>
",UAE,"<p>Monday – Saturday: 08:00 AM – 12:00 MN, Sunday: 09:00 AM &#8211; 11:30 PM</p>
",600 54 6000,,info@alansari.ae,27482
Al Nasserya Branch,25.370655828779746,55.40577737546484,https://alansariexchange.com/wp-content/themes/alansari/assets/images/active.png,"<p>Shop No. 1 &amp; 2, Al Nasserya Building, Al Zahra’a Street, Al Nasserya, Sharjah</p>
",UAE,"<p>Every day: 08:00 AM – 11:30 PM</p>
<p>&nbsp;</p>
<p>&nbsp;</p>
",600 54 6000,,info@alansari.ae,488267
Al Qarain Branch,25.290874,55.500441,https://alansariexchange.com/wp-content/themes/alansari/assets/images/active.png,"<p>Ground Floor, Sharjah Co-operative Society, Al Qarain, Sharjah</p>
",UAE,"<p>Monday – Saturday: 08:00 AM – 12:00 MN, Sunday: 08:00 AM &#8211; 11:00 PM</p>
",600 54 6000,,info@alansari.ae,27494
Al Qasimia Branch,25.346486,55.399615,https://alansariexchange.com/wp-content/themes/alansari/assets/images/active.png,"<p>Shop No. 3, Ground Floor, Al Qasmia Sharjah</p>
",UAE,"<p>Monday – Sunday: 8:00 AM &#8211; 11:00 PM</p>
",600 54 6000,,info@alansari.ae,27477
Al Riqqa Branch,25.370244,55.426539,https://alansariexchange.com/wp-content/themes/alansari/assets/images/active.png,"<p>Ground Floor, Sharjah Co-operative society, Al Riqqa, Sharjah</p>
",UAE,"<p>Monday &#8211; Saturday: 08:00 AM &#8211; 12:00 MN, Sunday: 08:00 AM &#8211; 11:00 PM; Friday Prayer Break: 12:00 PM &#8211; 01:00 PM</p>
",600 54 6000,,info@alansari.ae,27495
Al Saja&#8217;a Branch,25.300482,55.630368,https://alansariexchange.com/wp-content/themes/alansari/assets/images/active.png,"<p>Shop no. 17 &amp; 18. Sajja Bldg. Al Saja&#8217;a industrial area, Sharjah</p>
",UAE,"<p>Monday – Saturday: 08:00 AM – 10:00 PM, Sunday: 09:00 AM -10:00 PM</p>
",600 54 6000,,info@alansari.ae,35217
Al Sweihat Branch,25.348374,55.461129,https://alansariexchange.com/wp-content/themes/alansari/assets/images/active.png,"<p>Al Sweihat, Sharjah Cooperative Society</p>
",UAE,"<p>Monday – Saturday: 08:00 AM &#8211; 12:00 MN, Sunday: 08:00 AM &#8211; 11:00 PM; Friday Prayer Break: 12:00 PM &#8211; 01:00 PM</p>
",600 54 6000,,info@alansari.ae,27499
Al Taawun Branch,25.311373,55.373937,https://alansariexchange.com/wp-content/themes/alansari/assets/images/active.png,"<p>Shop No. 1, Lootha building 931, Al Taawun, Sharjah</p>
",UAE,"<p>Monday – Saturday: 08:00 AM – 11:30 PM, Sunday: 08:00 AM – 11:00 PM</p>
",600 54 6000,,info@alansari.ae,27478
Al Wahda Street Branch,25.32027,55.387273,https://alansariexchange.com/wp-content/themes/alansari/assets/images/active.png,"<p>Al Wahda Sharjah Road, Near Baskin Robbins, Sharjah</p>
",UAE,"<p>Monday – Saturday:08:00 AM – 11:30 PM, Sunday &#8211; 8:30 AM – 11:30 PM</p>
",600 54 6000,,info@alansari.ae,27479
Al Zahia City Centre Branch,25.31545472074946,55.45494354563785,https://alansariexchange.com/wp-content/themes/alansari/assets/images/active.png,"<p>Unit No. G033, Ground Floor, Al Zahia City Centre, Commercial Muwaleh, Sharjah</p>
",UAE,"<p>Monday – Saturday: 08:30 AM &#8211; 12:00 MN, Sunday 09:00 AM &#8211; 12:00 MN</p>
",600 54 6000,,info@alansari.ae,38781
Ansar Mall Branch,25.30271,55.369045,https://alansariexchange.com/wp-content/themes/alansari/assets/images/active.png,"<p>Ansar Mall, Sharjah</p>
",UAE,"<p>Monday – Saturday: 08:00 AM – 12:00 MN, Sunday: 09:00 AM &#8211; 11:00 PM</p>
",600 54 6000,,info@alansari.ae,27480
Clock Tower Branch,25.361221,55.396285,https://alansariexchange.com/wp-content/themes/alansari/assets/images/active.png,"<p>Sharjah Clock Tower</p>
",UAE,"<p>Monday – Saturday: 08:00 AM – 11:30 PM, Sunday : 08:00 AM – 11:30 PM</p>
",600 54 6000,,info@alansari.ae,27491
Halwan Branch,25.346468,55.4225733,https://alansariexchange.com/wp-content/themes/alansari/assets/images/active.png,"<p>Sharjah Co-Op Society, Halwan, Sharjah</p>
",UAE,"<p>Monday – Sunday: 08:00 AM  &#8211; 12:00 MN; Friday Prayer Break: 12:00 PM &#8211; 01:00 PM</p>
",600 54 6000,,info@alansari.ae,27496
"Industrial Area 10 Branch, Sharjah",25.30429195798579,55.41706615585437,https://alansariexchange.com/wp-content/themes/alansari/assets/images/active.png,"<p>Shop no. 40 Khan Saheb Building S119<br />
Third Industrial Street, Industrial Area 10, Sharjah</p>
",UAE,"<p>Monday-Saturday: 08:00 AM – 11:00 PM,<br />
Sunday: 09:00 AM – 11:00 PM</p>
<p>&nbsp;</p>
<p>&nbsp;</p>
",,+971 - 600 54 6000,info@alansari.ae,73322
Jamal Abdul Naser Street Branch,25.31915898772129,55.38418825890174,https://alansariexchange.com/wp-content/themes/alansari/assets/images/active.png,"<p><span>Unit No. 2, Ground Floor, Bin Ojan Tower 7, Jamal Abdul Naser St, Al Majaz</span></p>
",UAE,"<p><span>Monday – Saturday: 08:00 AM – 11:30 PM Sunday: 08:30 AM – 11:30 PM</span></p>
",600 54 6000,,info@alansari.ae,438638
Kalba Mall Branch,25.019484640304984,56.36017750414896,https://alansariexchange.com/wp-content/themes/alansari/assets/images/active.png,"<p>Unit No. G14, GF, Kalba Mall, Khor Kalba, Sharjah</p>
",UAE,"<p><span>Monday – Saturday: 08:00 AM – 11:30 PM Sunday: 08:30 AM – 11:30 PM</span></p>
",600 54 6000,,info@alansari.ae,384776
Khorfakan Branch,25.391925,56.35142,https://alansariexchange.com/wp-content/themes/alansari/assets/images/active.png,"<p>Shop. No.2, Sharjah Co-op Society, Al Loloeya, Omar Bin Alkhatab St, Khorfakan</p>
",UAE,"<p>Monday &#8211; Saturday: 8:00 AM &#8211; 11:30 PM<br />
Sunday: 8:00 AM &#8211; 11:00 PM</p>
",600 54 6000,,info@alansari.ae,27498
"Khorfakkan 2 Branch, Sharjah",25.346397,56.348766,https://alansariexchange.com/wp-content/themes/alansari/assets/images/active.png,"<p>Shop No.1 Building No.26, E99 Rugaylat<br />
Road Khorfakkan, Sharjah</p>
",UAE,"<p>Monday &#8211; Saturday: 08:00 AM – 11:00 PM, Sunday: 12:00 NN – 10:00 PM</p>
",,+971 - 600 54 6000,info@alansari.ae,73396
King Abdul Aziz Street Branch,25.344038482451023,55.394684030895974,https://alansariexchange.com/wp-content/themes/alansari/assets/images/active.png,"<p>Unit No. 01, Abdulla Ahmed Al Zarooni Building, King Abdul Aziz Street, Al Nad, Al Qasmia, Sharjah</p>
",UAE,"<p><span>Monday – Saturday: 08:00 AM – 11:30 PM Sunday: 08:30 AM – 11:30 PM</span></p>
",600 54 6000,,info@alansari.ae,384851
King Faisal Street Branch,25.335275,55.390662,https://alansariexchange.com/wp-content/themes/alansari/assets/images/active.png,"<p>King Faisal Street, Sharjah</p>
",UAE,"<p>Monday – Saturday: 08:00 AM – 11:30 PM, Sunday: 9:00 AM – 11:00 PM</p>
",600 54 6000,,info@alansari.ae,27483
Macro Emirates &#8211; Industrial 6 Branch,25.317574,55.413233,https://alansariexchange.com/wp-content/themes/alansari/assets/images/active.png,"<p>Macro Emirates &#8211; Industrial Area 6, Street #117, J&amp;P Signal</p>
",UAE,"<p>Monday – Saturday: 08:30 AM – 11:30 PM, Sunday &#8211; 08:30 AM &#8211; 11:00 PM</p>
",600 546000,,info@alansari.ae,27484
Maliha Street Industrial Area 15 Branch,25.2882307,55.4465572 ,https://alansariexchange.com/wp-content/themes/alansari/assets/images/active.png,"<p>Shop No. 14 Nayli 13 building, Maliha Street, Industrial Area 15, Sharjah</p>
",UAE,"<p>Monday – Saturday: 08:00 AM &#8211; 11:00 PM</p>
<p>Sunday: 8:00 AM &#8211; 11:00 PM</p>
",600 54 6000,,info@alansari.ae,28448
Matajer Branch &#8211; Al Mirgab,25.387979,55.421711,https://alansariexchange.com/wp-content/themes/alansari/assets/images/active.png,"<p>Unit No. M002, Ground Floor, Matajer Al Mirgab, Sharjah</p>
",UAE,"<p>Monday – Saturday: 08:30 AM – 12:00 MN, Sunday: 09:00 AM &#8211; 11:00 PM</p>
",600 54 6000,,info@alansari.ae,27485
Mega Mall Branch,25.345172,55.398708,https://alansariexchange.com/wp-content/themes/alansari/assets/images/active.png,"<p>Mega Mall, Sharjah</p>
",UAE,"<p>Monday – Saturday: 08:00 AM – 12:00 MN, Sunday: 09:00 AM &#8211; 12:00 MN</p>
",600 54 6000,,info@alansari.ae,27500
Ramez Hypermarket Branch,25.305745,55.442836,https://alansariexchange.com/wp-content/themes/alansari/assets/images/active.png,"<p>Ground floor, Ramez Hypermarket, Industrial Area 13, Shaikh mohamed Bin zayed road, Sharjah.</p>
",UAE,"<p>Monday – Saturday: 09:00 AM – 11:30 PM, Sunday: 09:00 AM &#8211; 11:00 PM</p>
",600 54 6000,,info@alansari.ae,27486
Ramez Mall Branch,25.335131,55.415976,https://alansariexchange.com/wp-content/themes/alansari/assets/images/active.png,"<p>Unit No 3, Ground Floor, Ramez Shopping Mall, Sharjah</p>
",UAE,"<p>Monday – Sunday: 08:00 AM – 12:00 MN</p>
",600 54 6000,,info@alansari.ae,27487
Safari Mall Sharjah Branch,25.3044749,55.4518461,https://alansariexchange.com/wp-content/themes/alansari/assets/images/active.png,"<p>Shop No. 16, Safari Mall, Sheikh Khalifa Bin Zayed Al Nahyan Road, Industrial Area Muweilah, Sharjah</p>
",UAE,"<p><span>Monday – Sunday : 08:00 AM – 12:00 MN</span></p>
",600 54 6000 ,,info@alansari.ae,37384
Sahara Center 1 Branch,25.297767,55.373216,https://alansariexchange.com/wp-content/themes/alansari/assets/images/active.png,"<p>Ground Floor, Sahara Centre, Sharjah</p>
",UAE,"<p>Monday – Saturday:09:00 AM – 12:00 MN, Sunday : 10:00 AM &#8211; 12:00 MN</p>
",600 54 6000,,info@alansari.ae,27488
Sahara Center 2 Branch,25.297887,55.372624,https://alansariexchange.com/wp-content/themes/alansari/assets/images/active.png,"<p>Basement, Opposite Spinneys, Sahara Centre, Al Nahda Street</p>
",UAE,"<p>Monday – Saturday: 08:30 AM – 12:00 MN, Sunday: 10:00 AM &#8211; 12:00 MN</p>
",600 54 6000,,info@alansari.ae,27489
Sharjah City Centre Branch,25.324592,55.393642,https://alansariexchange.com/wp-content/themes/alansari/assets/images/active.png,"<p>Sharjah City Centre, Sharjah</p>
",UAE,"<p>Monday – Saturday: 08:30 AM – 12:00 MN, Sunday: 09:00 AM &#8211; 12:00 MN</p>
",600 54 6000,,info@alansari.ae,27490
Sharjah Coop Society Kalba Branch,25.052841,56.348915,https://alansariexchange.com/wp-content/themes/alansari/assets/images/active.png,"<p>Sharjaj Co-op Society, Sanaiya Industrial Area, Kalba, Sharjah</p>
",UAE,"<p>Monday &#8211; Saturday: 08:00 AM &#8211; 11:30 PM, Sunday: 08:00 AM &#8211; 11:00 PM</p>
",600 54 6000,,info@alansari.ae,27497
Sharjah Corniche Branch,25.334692,55.388416,https://alansariexchange.com/wp-content/themes/alansari/assets/images/active.png,"<p>Shop No. 02 Belresheed Tower 2, Buhaira, Corniche, Sharjah</p>
",UAE,"<p>Monday &#8211; Saturday: 8:00 AM &#8211; 11:00 PM<br />
Sunday: 10:00 AM &#8211; 11:00 PM</p>
",600546000,,info@alansari.ae,47838
Zawaya Walk Branch,25.330537,55.430047,https://alansariexchange.com/wp-content/themes/alansari/assets/images/active.png,"<p>Unit No. 2 &amp; 3, Ground Floor, Zawaya Walk, Al Shahba Area, Sharjah</p>
",UAE,"<p>Monday &#8211; Saturday: 08:00 AM &#8211; 12:00 MN, Sunday: 09:00 AM &#8211; 11:30 PM</p>
",600 54 6000,,info@alansari.ae,27502
Zero 6 Mall Branch,25.290367,55.496629,https://alansariexchange.com/wp-content/themes/alansari/assets/images/active.png,"<p>Unit No. GF-4 Zero 6 Mall, University City Road, Al Juraina, Sharjah</p>
",UAE,"<p>Monday &#8211; Saturday: 08:00 AM &#8211; 12:00 MN, Sunday: 09:00 AM &#8211; 11:00 PM; Friday Prayer Break: 12:00 PM &#8211; 01:00 PM</p>
",600 54 6000,,info@alansari.ae,27501
Ajman Markets Coop Society Al Jurf,25.425355,55.501342,https://alansariexchange.com/wp-content/themes/alansari/assets/images/active.png,"<p>Unit No. G02, Ground Floor, Al Jurf Union Coop, Ajman Market Cooperative, Ajman, UAE</p>
",UAE,"<p>Monday &#8211; Saturday: 08:00 AM &#8211; 12:00 MN, Sunday: 08:00 AM &#8211; 11:00 PM</p>
",600 54 6000,,info@alansari.ae,27358
Ajman Markets Coop Society Al Rashideya,25.394224878734878,55.455247266668316,https://alansariexchange.com/wp-content/themes/alansari/assets/images/active.png,"<p>Ajman Market Co-op Society, Al Ittihad Road, Al Bustan (old Jawazat Road), Ajman</p>
",UAE,"<p>Everyday: 08:30 AM &#8211; 12:00 MN</p>
",600 54 6000,,info@alansari.ae,27364
Ajman Markets Coop Society Rumailah,25.400467,55.433438,https://alansariexchange.com/wp-content/themes/alansari/assets/images/active.png,"<p>Shop No. G5, Ground Floor, Ajman Market Cooperative Society, Rumailah Ajman</p>
",UAE,"<p>Monday &#8211; Saturday: 08:30 AM &#8211; 12:00 MN, Sunday: 09:00 AM &#8211; 11:00 PM</p>
",600 54 6000,,info@alansari.ae,27359
Al Hoot Centre Branch,25.39571647635565,55.49225381382422,https://alansariexchange.com/wp-content/themes/alansari/assets/images/active.png,"<p>Shop Nos. 1, 2 &amp; 3, Al Hoot Center, Sheikh Maktoum Bin Rashid Street, Ajman Industrial Area 1, Ajman</p>
",UAE,"<p>Everyday: 08:00 AM &#8211; 11:30 PM</p>
",600 54 6000,,info@alansari.ae,49863
Al Hoot Supermarket Al Mowihat Branch,25.382139057105395,55.507328223036374,https://alansariexchange.com/wp-content/themes/alansari/assets/images/active.png,"<p>Shop No.4, Sheikh Ammar Road, Al Hoot Supermarket, Al Mowihat 1, Ajman</p>
",UAE,"<p>Every day: 08:00 AM – 11:30 PM</p>
",600 54 6000,,info@alansari.ae,515858
Al Jurf Industrial 1 Branch,25.429753476865713,55.5236543682503,https://alansariexchange.com/wp-content/themes/alansari/assets/images/active.png,"<p><b>Shop No. 05 Ground Floor, Al Jurf Industrial 1, Ajman</b></p>
",UAE,"<p>Monday &#8211; Saturday: 08:00 AM &#8211; 11:00 PM<br />
Sunday: 09:00 AM &#8211; 10:00 PM</p>
",600 54 6000,,info@alansari.ae,49858
AL MURAD MALL BRANCH,25.389050056751767,55.43903355741149,https://alansariexchange.com/wp-content/themes/alansari/assets/images/active.png,"<p>Unit No. S08 Ground Floor, Al Murad Mall, Ajman</p>
",UAE,"<p><span>Monday &#8211; Saturday: 09:00 AM &#8211; 12:00 MN<br />
Sunday: 09:00 AM &#8211; 11:00 PM</span></p>
",,+971 - 600 54 6000 ,info@alansari.ae,31374
Burj Al Madina Branch,25.405944569252103,55.441838470498254,https://alansariexchange.com/wp-content/themes/alansari/assets/images/active.png,"<p>Shop No. 2, Burj Al Madina, Sheikh Rashid Bin Humeed Street, Al Nuaimia 3, Ajman</p>
",UAE,"<p>Everyday: 08:00 AM &#8211; 11:00 PM</p>
",600 54 6000,,burjmadinaajm@alansari.ae,27366
