atmid,country,city,branch,location,latitude,longitude,branchtype,timings,facilities,pobox,phone,fax,insdate
207,United Arab Emirates,Al Ain,Hazza Bin Zayed Stadium Branch,"Al Tiwayyah, Hamdan Bin Mohammad street, Hazza Bin Zayed Stadium",24.245325,55.71851,Branch,​08:00 AM - 07:00 PM Monday to Thursday & Saturday ​<br/>08:00 AM - 12:00 PM on Friday<br/> Closed on Sunday,"Teller Transaction / Customer Service / ATM Services (Cash withdrawals, Cash & Cheque Deposits)",87532 Abu Dhabi,+971 3 7028950,,01/01/0001
208,United Arab Emirates,Al Ain,Tawam Hospital Branch,"Tawam, Sheikh Khalifa Bin Zayed Street, Tawam Hospital, Ground floor - Administration Section Wing",24.195555,55.648106,Branch,08:00 AM - 03:00 PM Monday to Thursday ​<br/>08:00 AM - 12:00 PM on Friday<br/> Closed on Saturday and Sunday,"Teller Transaction / Customer Service / ATM Services (Cash withdrawals, Cash & Cheque Deposits)",15180 Abu Dhabi,+971 3 7075484,,01/01/0001
209,United Arab Emirates,Al Ain,Al Muraba’a Branch ATMs,"Al Murabaa, Matouk Harib Thenaya Al Amri Building , Opp. Al Ain Mall, Othman Bin Othman bin Affan Street",24.22235,55.7793,ATM,,Cash Withdrawal / Cash Deposit / Cheque Deposit,,600 50 2030,,01/01/0001
209,United Arab Emirates,Al Ain,Al Muraba'a Branch,"Al Murabaa, Matouk Harib Thenaya Al Amri Building , Opposite Al Ain Mall, Othman Bin Othman bin Affan Street",24.22235,55.7793,Branch,08:00 AM - 03:00 PM Monday to Thursday & Saturday <br/>​08:00 AM - 12:00 PM on Friday <br/>Closed on Sunday,"Teller Transaction / Customer Service / ATM Services (Cash withdrawals, Cash & Cheque Deposits)",202088 Al Ain,+971 3 7034220,,01/01/0001
212,United Arab Emirates,Al Ain,Bawadi Branch ATMs,"Mizyad Area , Bawadi Mall, Offices Building, Unit OB 1",24.15885,55.80717,ATM,,Cash Withdrawal / Cash Deposit / Cheque Deposit,,600 50 2030,,01/01/0001
212,United Arab Emirates,Al Ain,Bawadi Branch,"Mizyad Area , Bawadi Mall, Offices Building, Unit OB 1",24.15885,55.80717,Branch,08:00 AM - 03:00 PM Monday to Thursday & Saturday <br/>​08:00 AM - 12:00 PM on Friday <br/>Closed on Sunday,"Teller Transaction / Customer Service / ATM Services (Cash withdrawals, Cash & Cheque Deposits)",64205 Al Ain,+971 3 7034220,,01/01/0001
2597,United Arab Emirates,Al Ain,Bawadi Mall,"Ground floor, Near Carrefour, Zayed Bin Sultan Street, Mazyad",24.159774,55.807661,ATM,,Cash Withdrawal / Cash Deposit / Cheque Deposit,,600 50 2030,,01/01/0001
2691,United Arab Emirates,Al Ain,Al Ain Coop - Al Wagan,"E95 Highway, Al Wagan area, Near Al Wagan Park",23.63939,55.564884,ATM,,Cash Withdrawal / Cash Deposit / Cheque Deposit,,600 50 2030,,01/01/0001
3891,United Arab Emirates,Al Ain,Al Ain Coop - Al Qua,"Al Qua – Um Al Zomool road, Al Qua Town",23.420267,55.417656,ATM,,Cash Withdrawal / Cash Deposit / Cheque Deposit,,600 50 2030,,01/01/0001
5096,United Arab Emirates,Al Ain,Tawam Hospital,"Sheikh Khalifa Bin Zayed Street, Ground floor (Administration Section Wing)",24.195555,55.648105,ATM,,Cash Withdrawal / Cash Deposit / Cheque Deposit,,600 50 2030,,01/01/0001
5103,United Arab Emirates,Al Ain,Al Jimi Mall,"Ground level near the main entrance, Hamdan Bin Mohammad Street, Al Jimi Area",24.243932,55.726862,ATM,,Cash Withdrawal / Cash Deposit,,600 50 2030,,01/01/0001
5105,United Arab Emirates,Al Ain,ADNOC Station - Al Quaa,"Al Quaa - Um Al Zamool Road, Next to Al Quaa Police Station",23.398405,55.42257,ATM,,Cash Withdrawal,,600 50 2030,,01/01/0001
5144,United Arab Emirates,Al Ain,LuLu Hypermarket - Sanaiya,"Sanaiya -118th street, Next to Rimal Mall",24.203271,55.761783,ATM,,Cash Withdrawal,,600 50 2030,,01/01/0001
5145,United Arab Emirates,Al Ain,LuLu Hypermarket - Al Kuwaitat,"Shakhboot Bin Sultan Street, Khuwaita area",24.231963,55.774187,ATM,,Cash Withdrawal,,600 50 2030,,01/01/0001
5161,United Arab Emirates,Al Ain,Al Waha Supermarket,"Al Baladiyya Street, Al Mutaredh Area",24.22711,55.73875,ATM,,Cash Withdrawal,,600 50 2030,,01/01/0001
5169,United Arab Emirates,Al Ain,Hili Mall,"Baniyas Street, 11th street, Next to Hili Rayhaan by Rotana",24.274084,55.779552,ATM,,Cash Withdrawal / Cash Deposit / Cheque Deposit,,600 50 2030,,01/01/0001
5193,United Arab Emirates,Al Ain,Al Ain Coop - Zakher,"Nahyan the First Street, Zakher Area",24.151469,55.697071,ATM,,Cash Withdrawal,,600 50 2030,,01/01/0001
5194,United Arab Emirates,Al Ain,Al Ain Mall,"1st level, Othman Bin Affan Street, Al Murabba Area",24.222408,55.781837,ATM,,Cash Withdrawal,,600 50 2030,,01/01/0001
5196,United Arab Emirates,Al Ain,Al Suroor Super Stores,"Abu Dhabi - Al Ain Road, Near Al Ain Sport Club, Al Yahar Area",24.226733,55.553139,ATM,,Cash Withdrawal,,600 50 2030,,01/01/0001
5214,United Arab Emirates,Al Ain,ADNOC Station - Ind Mazyad,"137th Street, Mezyad, Station ID  757, Near Mezyad Police Station",24.029991,55.844865,ATM,,Cash Withdrawal,,600 50 2030,,01/01/0001
5233,United Arab Emirates,Al Ain,Al Ain CO-OP - Aliyah Mall,Aliah Mall - Al Yahar South,24.2128,55.545047,ATM,,Cash Withdrawal,,600 50 2030,,01/01/0001
5352,United Arab Emirates,Al Ain,Al Mubarak Supermarket,"118th Street Sanaiya, Industrial Area Alain, Near Nissan Automobile",24.193013,55.762804,ATM,,Cash Withdrawal,,600 50 2030,,01/01/0001
5353,United Arab Emirates,Al Ain,Al Najem Mubarak Supermarket,"Khalifa bin Zayed the First Street, Industrial Area Alain, Near Al Fajir Hypermarket",24.193718,55.75583,ATM,,Cash Withdrawal,,600 50 2030,,01/01/0001
5404,United Arab Emirates,Al Ain,Zakher Police Station,Zakher Al Ain,24.13209,55.70662,ATM,,Cash Withdrawal,,600 50 2030,,01/01/0001
5481,United Arab Emirates,Al Ain,Al Hayer ATM,"Al Hayer, Dubai - Al Ain Highway, ADCB Building",24.5795,55.744865,ATM,,Cash Withdrawal / Cash Deposit / Cheque Deposit,,600 50 2030,,01/01/0001
5559,United Arab Emirates,Al Ain,Al Ain Coop - Al Salamat,"Abu Dhabi Al Ain Road, Al Salamat 1 area, Near Salamat Bint Buti School",24.203848,55.584577,ATM,,Cash Withdrawal,,600 50 2030,,01/01/0001
5712,United Arab Emirates,Al Ain,Barari Outlet Mall,"137th Street, Al Dhahir Area. ",24.086427,55.830234,ATM,,Cash Withdrawal,,600 50 2030,,01/01/0001
5728,United Arab Emirates,Al Ain,KM Hypermarket,Hili Industrial Area,24.26572,55.76987,ATM,,Cash Withdrawal,,600 50 2030,,01/01/0001
5730,United Arab Emirates,Al Ain,Al Ain Equestrian & Shooting Club,"Tawam Street, Al Maqam area",24.18467,55.6583,ATM,,Cash Withdrawal,,600 50 2030,,01/01/0001
5740,United Arab Emirates,Al Ain,Earth SuperMarket - Asharij,Sheikh Khalifa Bin Zayed St - Asharij Shabhanet Ashrej - Abu Dhabi,24.202156,55.6687,ATM,,Cash Withdrawal,,600 50 2030,,01/01/0001
6493,United Arab Emirates,Al Ain,Al Ain Police Directorate,"Shakbout Bin Sultan Street, Al Ain",24.234696,55.740604,ATM,,Cash Withdrawal,,600 50 2030,,01/01/0001
,United Arab Emirates,Dubai,ADCB Mortgage Centre,"Unit 102 - 106, Emaar Business Park 4 (1st floor), Sheikh Zayed Road, Dubai",25.09574175,55.1675441,MortgageCentre,08:00 AM - 03:00 PM Monday to Thursday & Saturday ​<br/>08:00 AM - 12:00 PM on Friday <br/>Closed on Sunday,Assistance for customers throughout the entire Mortgage journey from instant digital pre-approval to post-disbursement support.,,,,01/01/0001
100218,United Arab Emirates,Dubai,"ADCB Private Banking Center, Dubai","Conrad Tower, 22nd Floor, Sheikh Zayed Road, Dubai",25.2254987,55.2840988,Private,08:00 AM - 03:00 PM Monday to Thursday ​<br/>08:00 AM - 12:00 PM on Friday<br/> Closed on Saturday and Sunday,All private banking services except cash transactions,,600 50 2322,,01/01/0001
2098,United Arab Emirates,Dubai,Naïf Street,"Near Naïf Police station and UAE Exchange, Deira",25.272403,55.304644,ATM,,Cash Withdrawal,,600 50 2030,,01/01/0001
251,United Arab Emirates,Dubai,Al Rigga Street Branch ATMs,"Al Muraqqabat Area, Al Rigga street, Near Al Rigga Metro station, ADCB Building ",25.261973,55.325933,ATM,,Cash Withdrawal / Cash Deposit / Cheque Deposit,,600 50 2030,,01/01/0001
251,United Arab Emirates,Dubai,Al Rigga Street Branch,"Al Muraqqabat Area, Al Rigga street, Near Al Rigga Metro station, ADCB Building ",25.261973,55.325933,Branch,08:00 AM - 03:00 PM Monday to Thursday & Saturday <br/>​08:00 AM - 12:00 PM on Friday <br/>Closed on Sunday,"Teller Transaction / Customer Service / Safe Deposit Lockers Service / ATM Services (Cash withdrawals, Cash & Cheque Deposits)",5550 Dubai,+971 4 2305400,,01/01/0001
252,United Arab Emirates,Dubai,Karama Branch ATMs ,"Sheikh Khalifa Bin Zayed street, Next to ADCB Metro Station, Al Karama Area  ",25.242741,55.297623,ATM,,Cash Withdrawal / Cash Deposit / Cheque Deposit,,600 50 2030,,01/01/0001
252,United Arab Emirates,Dubai,Karama Branch,"Al Karama Area, Sheikh Khalifa Bin Zayed street, Next to ADCB Metro Station",25.242741,55.297623,Branch,08:00 AM - 03:00 PM Monday to Thursday & Saturday <br/>​08:00 AM - 12:00 PM on Friday <br/>Closed on Sunday,"Teller Transaction / Customer Service / SME Centre / Safe Deposit Lockers Service / ATM Services (Cash withdrawals, Cash & Cheque Deposits)",12808 Dubai,+971 4 5094800,,01/01/0001
253,United Arab Emirates,Dubai,Deira City Centre Branch ATMs ,"Deira City Centre, Ground floor near the Samsung store. 8th Street, Port Saeed District, Deira",25.256702,55.334014,ATM,,Cash Withdrawal / Cash Deposit / Cheque Deposit,,600 50 2030,,01/01/0001
253,United Arab Emirates,Dubai,Deira City Centre Branch,"Deira City Centre, Ground floor, 8th Street, Port Saeed District, Deira",25.256702,55.334014,Branch,10:00 AM - 09:00 PM Monday to Thursday & Saturday <br/>03:00 PM - 09:00 PM on Friday<br/> Closed on Sunday,"Teller Transactions / Customer Service / Excellency Center / ATM Services (Cash withdrawals, Cash & Cheque Deposits)",1069 Dubai,+971 4 6024100,,01/01/0001
256,United Arab Emirates,Dubai,Al Ittihad Branch ATMs ,"Greens Area, Sheikh Zayed Road, Emaar Business Park Building No 2 ",25.0956,55.1668,ATM,,Cash Withdrawal / Cash Deposit / Cheque Deposit,,600 50 2030,,01/01/0001
256,United Arab Emirates,Dubai,Al Ittihad Branch,"Greens Area, Sheikh Zayed Road, Emaar Business Park Building No. 2 ",25.0956,55.1668,Branch,08:00 AM - 03:00 PM Monday to Thursday & Saturday <br/>​08:00 AM - 12:00 PM on Friday <br/>Closed on Sunday,"Teller Transactions / Customer Service / Excellency Center / ATM Services (Cash withdrawals, Cash & Cheque Deposits)",37363 Dubai,+971 4 3106700,,01/01/0001
257,United Arab Emirates,Dubai,Mall of the Emirates Branch ATMs ,"Sheikh Zayed Road, Mall of Emirates Ground level Entrance no 1 , Al Barsha",25.11802,55.199175,ATM,,Cash Withdrawal / Cash Deposit / Cheque Deposit,,600 50 2030,,01/01/0001
257,United Arab Emirates,Dubai,Mall of the Emirates Branch,"Al Barsha, Sheikh Zayed Road, Mall of Emirates Ground level Entrance no 1",25.11802,55.199175,Branch,10:00 AM - 09:00 PM Monday to Thursday & Saturday <br/>03:00 PM - 09:00 PM on Friday<br/> Closed on Sunday,"Teller Transaction / Customer Service / ATM Services (Cash withdrawals, Cash & Cheque Deposits)",72225 Dubai,+971 4 3106750,,01/01/0001
258,United Arab Emirates,Dubai,Sheikh Zayed Road Branch - Indigo Central ATMs ,"Al Safa 2, Sheikh Zayed Road between 2 & 3 interchange, Indigo Central ",25.153081,55.225342,ATM,,Cash Withdrawal / Cash Deposit / Cheque Deposit,,600 50 2030,,01/01/0001
258,United Arab Emirates,Dubai,"Sheikh Zayed Road Branch - Indigo Central <p style=""color: red; "">(Temporarily closed)</p>","Al Safa 2, Sheikh Zayed Road between 2 & 3 interchange, Indigo Central ",25.153081,55.225342,Branch,08:00 AM - 03:00 PM Monday to Thursday & Saturday <br/>​08:00 AM - 12:00 PM on Friday <br/>Closed on Sunday,"Teller Transactions / Customer Service / Excellency Center / ATM Services (Cash withdrawals, Cash & Cheque Deposits)",214031 Dubai,+971 4 3106800,,01/01/0001
258,United Arab Emirates,Dubai,Sheikh Zayed Road Excellency Centre,"Al Safa 2, Sheikh Zayed Road between 2 & 3 interchange, Indigo Central ",25.153081,55.225342,Excellency,08:00 AM - 03:00 PM Monday to Thursday & Saturday <br/>​08:00 AM - 12:00 PM on Friday <br/>Closed on Sunday,"Teller Transaction / Customer Service / ATM Services (Cash withdrawals, Cash & Cheque Deposits)",214031 Dubai,600 50 2004,,01/01/0001
259,United Arab Emirates,Dubai,Dubai Mall Branch ATMs ,"Financial Centre Road, Dubai Mall , Ground level near to Waitrose Supermarket , Down Town Dubai Area",25.197059,55.27904,ATM,,Cash Withdrawal / Cash Deposit / Cheque Deposit,,600 50 2030,,01/01/0001
259,United Arab Emirates,Dubai,Dubai Mall Branch,"Financial Centre Road, Dubai Mall , Ground level",25.197059,55.27904,Branch,10:00 AM - 09:00 PM Monday to Thursday & Saturday <br/>03:00 PM - 09:00 PM on Friday<br/> Closed on Sunday,"Teller Transaction / Customer Service / ATM Services (Cash withdrawals, Cash & Cheque Deposits)",49124 Dubai,+971 4 7058850,,01/01/0001
260,United Arab Emirates,Dubai,Arabian Center Branch ATMs ,"Al Khawaneej Road, Arabian Centre Ground level near the Parking area, Al Mizhar area",25.236059,55.436175,ATM,,Cash Withdrawal / Cash Deposit / Cheque Deposit,,600 50 2030,,01/01/0001
260,United Arab Emirates,Dubai,Arabian Center Branch,"Al Mizhar area, Al Khawaneej Road, Arabian Centre Ground level near the Parking area",25.236059,55.436175,Branch,10:00 AM - 09:00 PM Monday to Thursday & Saturday <br/>03:00 PM - 09:00 PM on Friday<br/> Closed on Sunday,"Teller Transaction / Customer Service / ATM Services (Cash withdrawals, Cash & Cheque Deposits)",440025 Dubai,+971 4 7058800,,01/01/0001
261,United Arab Emirates,Dubai,Khalid Bin Waleed Branch ATMs ,"Khalid Bin Waleed Street, Opposite Four Point Sheraton Hotel , Al Mankhool Area",25.256675,55.299771,ATM,,Cash Withdrawal / Cash Deposit / Cheque Deposit,,600 50 2030,,01/01/0001
261,United Arab Emirates,Dubai,Khalid Bin Waleed Branch," Al Mankhool Area, Khalid Bin Waleed Street",25.256675,55.299771,Branch,08:00 AM - 03:00 PM Monday to Thursday & Saturday <br/>​08:00 AM - 12:00 PM on Friday <br/>Closed on Sunday,"Teller Transactions / Customer Service / Excellency Center / Safe Deposit Lockers Service / ATM Services (Cash withdrawals, Cash & Cheque Deposits)",118385 Dubai,+971 4 4091222,,01/01/0001
261,United Arab Emirates,Dubai,Khalid Bin Waleed Excellency Centre,"Mezzanine floor, Khalid Bin Waleed Street, Opposite Four Point Sheraton Hotel, Al Mankhool Area",25.256675,55.299771,Excellency,08:00 AM - 03:00 PM Monday to Thursday & Saturday <br/>​08:00 AM - 12:00 PM on Friday <br/>Closed on Sunday,"Teller Transaction / Customer Service / ATM Services (Cash withdrawals, Cash & Cheque Deposits)",118385 Dubai,600 50 2004,,01/01/0001
265,United Arab Emirates,Dubai,Business Bay Branch ATMs ,"Business Bay Area, Intersection of Al Saada street and Khaleej Al Tejari 1st street, The Bay Gate Tower  ",25.188957,55.263012,ATM,,Cash Withdrawal / Cash Deposit / Cheque Deposit,,600 50 2030,,01/01/0001
265,United Arab Emirates,Dubai,Business Bay Branch,"Business Bay Area, Intersection of Al Saada street and Khaleej Al Tejari 1st street, The Bay Gate Tower  ",25.188957,55.263012,Branch,08:00 AM - 03:00 PM Monday to Thursday & Saturday <br/>​08:00 AM - 12:00 PM on Friday <br/>Closed on Sunday,"Teller Transactions / Customer Service / Excellency Center / ATM Services (Cash withdrawals, Cash & Cheque Deposits)",33040 Dubai,+971 4 5180900,,01/01/0001
265,United Arab Emirates,Dubai,Business Bay Excellency Centre,"Business Bay Area, Intersection of Al Saada street and Khaleej Al Tejari 1st street, The Bay Gate Tower  ",25.188957,55.263012,Excellency,08:00 AM - 03:00 PM Monday to Thursday & Saturday <br/>​08:00 AM - 12:00 PM on Friday <br/>Closed on Sunday,"Teller Transaction / Customer Service / ATM Services (Cash withdrawals, Cash & Cheque Deposits)",33040 Dubai,600 50 2004,,01/01/0001
266,United Arab Emirates,Dubai,Dubai Silicon Oasis,"Dubai Silicon Oasis, Unit No., Seven Emirates Towers Complex, Sheikh Mohammed bin Zayed Road.",25.113869,55.3734130,ATM,,Cash Withdrawal / Cash Deposit / Cheque Deposit,,600 50 2030,,01/01/0001
2692,United Arab Emirates,Dubai,Dubai International Financial Centre,"2nd Level near Café Bateel, Towards DIFC Parking ",25.21434,55.28084,ATM,,Cash Withdrawal,,600 50 2030,,01/01/0001
2695,United Arab Emirates,Dubai,Al Safa Shopping Center,"Jumeirah Road, Umm Sequiem 3",25.177651,55.233827,ATM,,Cash Withdrawal,,600 50 2030,,01/01/0001
2697,United Arab Emirates,Dubai,City Land Mall,"Wadi Al Safa 4, Beside Global Village, Mohammad Bin Zayed Road",25.067327,55.303517,ATM,,Cash Withdrawal,,600 50 2030,,01/01/0001
2699,United Arab Emirates,Dubai,"Mall of the Emirates, level 2","Sheikh Zayed Road, Gate C, Level 2 , Sheikh Zayed Road, Al Barsha 1",25.11802,55.199175,ATM,,Cash Withdrawal / Cash Deposit / Cheque Deposit,,600 50 2030,,01/01/0001
269,United Arab Emirates,Dubai,Rashidiya Branch ATMs ,"Al Rashidiya Area, Al Kawanij Road, Bin Sougat Center",25.2335223,55.3842425,ATM,,Cash Withdrawal / Cash Deposit / Cheque Deposit,,600 50 2030,,01/01/0001
269,United Arab Emirates,Dubai,Rashidiya Branch,"Al Rashidiya Area, Al Kawanij Road, Bin Sougat Center",25.2335223,55.3842425,Branch,​08:00 AM - 07:00 PM Monday to Thursday & Saturday ​<br/>08:00 AM - 12:00 PM on Friday<br/> Closed on Sunday,"Teller Transaction / Customer Service / ATM Services (Cash withdrawals, Cash & Cheque Deposits)",10651 Dubai,+971 4 5180570,,01/01/0001
271,United Arab Emirates,Dubai,Al Bustan Branch ATMs ,"Al Qusais Area, Al Nahda Road, Al Bustan Center",25.274906,55.367653,ATM,,Cash Withdrawal / Cash Deposit / Cheque Deposit,,600 50 2030,,01/01/0001
271,United Arab Emirates,Dubai,Al Bustan Branch,"Al Qusais Area, Al Nahda Road, Al Bustan Center",25.274906,55.367653,Branch,​08:00 AM - 07:00 PM Monday to Thursday & Saturday ​<br/>08:00 AM - 12:00 PM on Friday<br/> Closed on Sunday,"Teller Transaction / Customer Service / ATM Services (Cash withdrawals, Cash & Cheque Deposits)",20917 Dubai,+971 4 5180550,,01/01/0001
3595,United Arab Emirates,Dubai,Dubai Festival City,"1st level Near IKEA, Al Rebat Road",25.221986,55.356288,ATM,,Cash Withdrawal,,600 50 2030,,01/01/0001
37,United Arab Emirates,Dubai,uBank Emirates Airline HQ Branch,"Al Garhoud, Airport Road, Emirates Group Headquarters, Second Floor Atrium  ",25.242579,55.366032,uBank,08:00 AM - 07:30 PM Monday to Thursday & Saturday <br/>08:00 AM - 12:30 PM on Friday<br/> Closed on Sunday,"Digital Banking service Center / ATM Services (Cash withdrawals, Cash & Cheque Deposits)",,+971 4 7058848,,01/01/0001
3898,United Arab Emirates,Dubai,Blue Water,"Blue Water, Ain Dubai",25.080235,55.12226,ATM,,Cash Withdrawal,,600 50 2030,,01/01/0001
392,United Arab Emirates,Dubai,City Center Me'aisem ,"Sheikh Mohammad Bin Zayed Road, TA04, Entrance 2, next to Tim Horton's ",25.040578,55.196069,ATM,,Cash Withdrawal,,600 50 2030,,01/01/0001
5104,United Arab Emirates,Dubai,Dubai Outsource Zone 1 (DOZ),"Dubai Outsource Zone,  Manama St - Dubai ",25.123813,55.426009,ATM,,Cash Withdrawal,,600 50 2030,,01/01/0001
5114,United Arab Emirates,Dubai,Atlantis Hotel,"Crescent Road Palm Jumeirah, Palm Jumeirah",25.130677,55.117121,ATM,,Cash Withdrawal,,600 50 2030,,01/01/0001
5122,United Arab Emirates,Dubai,"Mall of the Emirates, Ground Floor","Sheikh Zayed Road, Ground level Entrance no 1, Near ADCB Branch",25.11802,55.199175,ATM,,Cash Withdrawal / Cash Deposit / Cheque Deposit,,600 50 2030,,01/01/0001
5123,United Arab Emirates,Dubai,One JLT Bldg,"One JLT Tower, Ground Floor, Jumeirah Lake Tower",25.07239,55.14517,ATM,,Cash Withdrawal / Cash Deposit / Cheque Deposit,,600 50 2030,,01/01/0001
5131,United Arab Emirates,Dubai,Dubai Marina Mall,"Ground level near Waitrose Supermarket, Sheikh Zayed Road, Dubai Marina Area",25.07629,55.140638,ATM,,Cash Withdrawal,,600 50 2030,,01/01/0001
5133,United Arab Emirates,Dubai,Oasis Centre,"Ground Level, Sheikh Zayed Road Al Quoz 1 area",25.169562,55.241811,ATM,,Cash Withdrawal,,600 50 2030,,01/01/0001
5146,United Arab Emirates,Dubai,LuLu Center - Muhaisnah,"Amman Street, Al Muhaisnah Area, Near Dubai Taxi Corporation ",25.280557,55.410447,ATM,,Cash Withdrawal,,600 50 2030,,01/01/0001
5147,United Arab Emirates,Dubai,LuLu Hypermarket - Al Qusais,"Al Nahda Street, Al Qusais, Near Stadium Metro Station",25.278947,55.362328,ATM,,Cash Withdrawal / Cash Deposit / Cheque Deposit,,600 50 2030,,01/01/0001
5159,United Arab Emirates,Dubai,Carrefour - Al Nahda Twin Towers,"Twin Tower, Amman Street, Al Nahda 2 area",25.297674,55.382338,ATM,,Cash Withdrawal,,600 50 2030,,01/01/0001
5160,United Arab Emirates,Dubai,EMARAT Station - Al Mutina,"Salah Al Deen Street, Opposite to Murraqabat Police station",25.270647,55.328881,ATM,,Cash Withdrawal,,600 50 2030,,01/01/0001
5167,United Arab Emirates,Dubai,Al Khail Mall,"Ground Level, Al Quoz  4, 318 th Street",25.148922,55.246537,ATM,,Cash Withdrawal / Cash Deposit / Cheque Deposit,,600 50 2030,,01/01/0001
5177,United Arab Emirates,Dubai,Sheikh Zayed Housing Program,"Marrakech Street, Umm Ramool ",25.233574,55.354266,ATM,,Cash Withdrawal,,600 50 2030,,01/01/0001
5183,United Arab Emirates,Dubai,AKOYA Oxygen,"Damac AKOYA Oxygen Community Center, Al waqraa 2 Dubai",24.997788,55.383763,ATM,,Cash Withdrawal,,600 50 2030,,01/01/0001
5251,United Arab Emirates,Dubai,Carrefour - IBN Batutta Mall,"Ibn Battuta Mall, Sheikh Zayed Highway",25.041754,55.118024,ATM,,Cash Withdrawal / Cash Deposit / Cheque Deposit,,600 50 2030,,01/01/0001
5264,United Arab Emirates,Dubai,City Center Al Shindagha,"Ground level at the main entrance, Al Ghubaiba street, Bur Dubai", 25.264139,55.287216,ATM,,Cash Withdrawal / Cash Deposit / Cheque Deposit,,600 50 2030,,01/01/0001
5272,United Arab Emirates,Dubai,Life Pharmacy Al Warqah,"Life Department store, Raja & Sisters Building, Warqa 1",25.1930961,55.4057375,ATM,,Cash Withdrawal / Cash Deposit / Cheque Deposit,,600 50 2030,,01/01/0001
5280,United Arab Emirates,Dubai,uBank - Emirates HQ ATM,"Second Floor Atrium, Emirates Group Headquarters, Airport Road. ",25.242579,55.366032,ATM,,Cash Withdrawal / Cash Deposit / Cheque Deposit,,600 50 2030,,01/01/0001
5292,United Arab Emirates,Dubai,EPPCO Service Station - 09,"Opposite to Box Park , Al Wasl Road, D 92 ",25.197834,55.246733,ATM,,Cash Withdrawal,,600 50 2030,,01/01/0001
5300,United Arab Emirates,Dubai,uBank - City Walk ATM,"City Walk Boulevard 2, Building L-08, Yas Mall Ground Floor unit -508, Al Wasl City Walk",25.2077,55.2624,ATM,,Cash Withdrawal / Cash Deposit / Cheque Deposit,,600 50 2030,,01/01/0001
5306,United Arab Emirates,Dubai,Dukes Hotel Dubai,"Palm Jumeirah,",25.11266,55.13795,ATM,,Cash Withdrawal,,600 50 2030,,01/01/0001
5307,United Arab Emirates,Dubai,ADNOC Station - Al Barsha,Street 50 - Al Barsha - Al Barsha South - Station ID 528  - Dubai,25.0772032,55.2244857,ATM,,Cash Withdrawal,,600 50 2030,,01/01/0001
5310,United Arab Emirates,Dubai,ENOC Service Station - 1009,"2nd Dec Street, D 73,  Station ID 1009, Opposite  Sheikh Hamdan Award Complex",25.239192,55.271167,ATM,,Cash Withdrawal,,600 50 2030,,01/01/0001
5311,United Arab Emirates,Dubai,Carrefour - DIP,"Dubai Investment Park 1, Green community village. Main Entrance",24.997997,55.17566,ATM,,Cash Withdrawal / Cash Deposit / Cheque Deposit,,600 50 2030,,01/01/0001
5314,United Arab Emirates,Dubai,Sama Tower,"Sheikh Zayed Road, Trade Centre District",25.228523,55.285547,ATM,,Cash Withdrawal,,600 50 2030,,01/01/0001
5323,United Arab Emirates,Dubai,City Center Mirdiff,"North East Entrance, Ground floor",25.217804,55.4089700,ATM,,Cash Withdrawal / Cash Deposit / Cheque Deposit,,600 50 2030,,01/01/0001
5327,United Arab Emirates,Dubai,Waterfront Market,"Al Khaleej Road, Opposite to Dubai Hospital",25.292072,55.32272125,ATM,,Cash Withdrawal,,600 50 2030,,01/01/0001
5331,United Arab Emirates,Dubai,Karama (Drive Through),"Sheikh Khalifa Bin Zayed street, Next to ADCB Karama Branch",25.242741,55.297623,ATM,,Cash Withdrawal,,600 50 2030,,01/01/0001
5342,United Arab Emirates,Dubai,Al Bandar Rotana,"Baniyas Road, Al Buteen Area",25.2590613,55.3196183,ATM,,Cash Withdrawal,,600 50 2030,,01/01/0001
5346,United Arab Emirates,Dubai,Al Falaj Supermarket,"Abu Hail area, Hor Al Anz, Behind Abu Hail center",25.279791,55.349212,ATM,,Cash Withdrawal,,600 50 2030,,01/01/0001
5373,United Arab Emirates,Dubai,Fraser Suites Hotel,"Sheikh Zayed Raod, Sidra Tower, Commercial tower entrance",25.10807,55.17882,ATM,,Cash Withdrawal,,600 50 2030,,01/01/0001
5378,United Arab Emirates,Dubai,ENOC Service Station 1002  - Al Satwa,"308 Road, Behind Towers Rotana Hotel, Al Satwa",25.214037,55.273855,ATM,,Cash Withdrawal,,600 50 2030,,01/01/0001
5387,United Arab Emirates,Dubai,Deira City Centre Metro Station,"8th Street, Port Saeed District, Deira, Next to City Centre Deira",25.254173,55.330412,ATM,,Cash Withdrawal,,600 50 2030,,01/01/0001
5388,United Arab Emirates,Dubai,Metro Station - DAMAC,"Sheikh Zayed Road, Near Dubai Marina",25.080255,55.147557,ATM,,Cash Withdrawal,,600 50 2030,,01/01/0001
5389,United Arab Emirates,Dubai,Metro Station - Union Square,"Union Square Park, Al Maktoum Road, Behind Dubai Municipality HO",25.266101,55.31377,ATM,,Cash Withdrawal,,600 50 2030,,01/01/0001
5390,United Arab Emirates,Dubai,Metro Station - Burj Khalifa,"Sheikh Zayed Road, Near Dubai Mall",25.201507,55.269711,ATM,,Cash Withdrawal,,600 50 2030,,01/01/0001
5391,United Arab Emirates,Dubai,Metro Station - Al Jaffiliyah ,"Sheikh Khalifa Bin Zayed Road, Next to General Directorate of Residency and Foreigners Affairs",25.234176,55.292255,ATM,,Cash Withdrawal,,600 50 2030,,01/01/0001
