data/name,data/address1,data/address2,data/address3,data/country,data/lat,data/lng,data/phoneNumber,data/faxNumber,data/information,data/type,data/externalLocationId,data/locationId
Al Dhafra Mall,Zayed City,Abu Dhabi,,,23.639003913569,53.7090938812813,,,Working Hours:<br/>Monday to Thursday: 10am - 10pm<br/>Friday: 03pm - 11pm<br/>Saturday: 10am - 11pm<br/>Sunday: 10am - 11pm <br>Consumer & business services,BusinessCenter,20220180,20220180
Al Bawadi Mall,"Inside Bawadi Bawadi, Mezyad Road, Al Ain, Next to Mediclinic Bawadi",Al Ain,,,24.15955823,55.80763328,,,Working Hours:<br/>Monday to Thursday: 10am - 10pm<br/>Friday: 10am - 11pm<br/>Saturday: 10am - 11pm<br/>Sunday: 10am - 11pm <br>Consumer services only,BusinessCenter,20220181,20220181
Al Yahar-Outdoor,"Al Ain-Al Yahar Area, Al Ain-Abu Dhabi Main Road, beside Al Yahar Petrol Station,",Al Ain,,,24.2269678,55.55729806,,,Working Hours:<br/>Monday to Thursday: 08am - 05pm<br/>Friday: 08am - 12pm<br/>Saturday: 08am - 05pm<br/>Sunday: Closed <br>Consumer services only,BusinessCenter,20220182,20220182
Al Wegan-Outdoor,"Al Ain-Abu Dhabi Road, Near Al Wagan Municipality Building,",Al Ain,,,23.63989505,55.56253373,,,Working Hours:<br/>Monday to Thursday: 08am - 05pm<br/>Friday: 08am - 12pm<br/>Saturday: Closed<br/>Sunday: Closed <br>Consumer services only,BusinessCenter,20220183,20220183
Al Dhannah Mall,"Western Region, Inside Ruwais Mall, Ruwais City, Abu Dhabi",Abu Dhabi,,,24.075453,52.671623,,,Working Hours:<br/>Monday to Thursday: 10am - 10pm<br/>Friday: 10am - 11pm<br/>Saturday: 10am - 11pm<br/>Sunday: 10am - 11pm <br>Consumer services only,BusinessCenter,20220184,20220184
Wahat Hili Mall,"Inside Wahat Al Hili Mall, Hili District, Al Ain",Al Ain,,,24.273867,55.778816,,,Working Hours:<br/>Monday to Thursday: 10am - 10pm<br/>Friday: 10am - 10pm<br/>Saturday: 10am - 10pm<br/>Sunday: 10am - 10pm <br>Consumer services only,BusinessCenter,20220185,20220185
Al-Mirfa,"Western Region, Tamm Centre, Al Mirfa, Abu Dhabi",Abu Dhabi,,,24.088509,53.4820032,,,Working Hours:<br/>Monday to Thursday: 07am - 04pm<br/>Friday: 07am - 12pm<br/>Saturday: Closed<br/>Sunday: Closed <br>Consumer services only,BusinessCenter,20220186,20220186
Delma,"Delma Island, Tamm Centre, Abu Dhabi",Abu Dhabi,,,24.48147842,52.3077118,,,Working Hours:<br/>Monday to Thursday: 07:30am - 03:30pm<br/>Friday: 07:30am - 12pm<br/>Saturday: Closed<br/>Sunday: Closed <br>Consumer services only,BusinessCenter,20220187,20220187
Al-Sila,"Western Region, Tamm Centre, Al Sila, Abu Dhabi",Abu Dhabi,,,24.061848,51.762042,,,Temporarily Closed,BusinessCenter,20220188,20220188
Al Hayar-Outdoor,"Al Ain-Dubai Road, Al Hayer, Beside Abu Dhabi Commercial Bank",Al Ain,,,24.579028,55.74551,,,Working Hours:<br/>Monday to Thursday: 08am - 05pm<br/>Friday: 08am - 12pm<br/>Saturday: closed<br/>Sunday: closed <br>Consumer services only,BusinessCenter,20220189,20220189
Sweihan-Outdoor,"Western Region, Suwaihan",Abu Dhabi,,,24.46971893,55.33530235,,,Working Hours: Temporary Closed <br>Consumer services only,BusinessCenter,20220190,20220190
Tam Liwa,"Western Region, Tamm Center, Liwa, Abu Dhabi",Abu Dhabi,,,23.13066006,53.79960983,,,Working Hours:<br/>Monday to Thursday: 07am - 04pm<br/>Friday: 07am - 12pm<br/>Saturday: Closed<br/>Sunday: Closed <br>Consumer services only,BusinessCenter,20220192,20220192
Kharbash,"Jumeirah Road, Opposite Saga World Mall",Dubai,,,25.162341,55.210272,,,"Working Hours:<br/>Monday to Thursday:10am- 10pm<br/>Friday:02pm- 10pm<br/>Saturday:10am- 10pm<br/>Sunday:10am- 10pm, <br>Consumer services only",BusinessCenter,20220193,20220193
Top Foam,"Al Maqam Street - Next to Grand Mart, Al Ain",Abu Dhabi,,,24.18424933,55.62910181,,,Working Hours:<br/>Monday to Thursday: 10am - 10pm<br/>Friday: 10am - 10pm<br/>Saturday: 10am - 10pm<br/>Sunday: Closed <br>Consumer services only,BusinessCenter,20220194,20220194
Dubai Mall 2,"Inside Dubai Mall, Near to Virgin Mega Store, Dubai",Dubai,,,25.198546,55.279608,,,Working Hours:<br/>Monday to Thursday: 10am - 11pm<br/>Friday: 10am - 12am<br/>Saturday: 10am - 12am<br/>Sunday: 10am - 12am <br>Consumer services only,BusinessCenter,20220195,20220195
Digdagah,R33 Etisalat RAK Digdagh Business Center,Ras al Khaimah,,,25.198546,55.279608,,,Working Hours:<br/>Monday to Thursday: 08am - 05pm<br/>Friday: 08am - 12pm<br/>Saturday: 08am - 05pm<br/>Sunday: Closed <br>Consumer services only,BusinessCenter,20220196,20220196
Hatta Cooperative,Hatta Cooperative,Dubai,,,24.8167418,56.1332777,,,Working Hours:<br/>Monday to Thursday: 08am - 06pm<br/>Friday: 08am - 12pm<br/>Saturday: 08am - 06pm<br/>Sunday: Closed,BusinessCenter,20220197,20220197
Dubai Hills,"Inside Dubai Hills Mall, Dubai Hills Estate,",Dubai,,,25.10322,55.239765,,,Working Hours:<br/>Monday to Thursday: 10am - 10pm<br/>Friday: 10am - 12am<br/>Saturday: 10am - 12am<br/>Sunday: 10am - 10pm,BusinessCenter,20220199,20220199
Al Baraha Business Center,"Etisalat Building, Al Baraha, Next to Dubai Hospital Womens Hostel",Dubai,,,25.28135,55.317538,,,Working Hours: Closed,BusinessCenter,20220127,20220127
Al Mafraq Business Centre,"Etisalat Building, Al Mafraq Street, Baniyas East, Abu Dhabi",Abu Dhabi,,,24.31227938,54.60535794,,,Working Hours: Monday to Thursday: 08am - 5pm<br>Friday: 08am - 12pm<br>Saturday: 08am - 5pm<br>Sunday: Closed<br>Consumer & business services,BusinessCenter,20220200,20220200
Al Noof Business Centre,"Etisalat Building, Al Nouf Area, University City Road, Sharjah",Sharjah,,,25.28921,55.49999,,,Working Hours: Monday to Thursday: 08am - 5pm <br>Friday: 08am - 12pm <br>Saturday: 8am - 5pm <br>Sunday: Closed<br>Consumer & business services,BusinessCenter,20220201,20220201
Forsan Central Mall,"Inside Forsan Central Mall Lower Ground Floor, in front of Lulu Hypermarket",Dubai,,,24.41026,54.565429,,,Working Hours: Monday to Thursday: 10am - 10pm <br>Friday: 10am - 12am <br>Saturday: 10am - 12am <br>Sunday: 10am - 12am<br>Consumer & business services,BusinessCenter,20220202,20220202
Dubai Hills,"Inside Dubai Hills Mall, Dubai Hills Estate",Dubai,,,25.1032094186628,55.2397659396012,,,Working Hours: Monday to Thursday: 10am - 10pm <br>Friday: 10am - 12am <br>Saturday: 10am - 12am <br>Sunday: 10am - 10pm<br>Consumer & business services,BusinessCenter,20220203,20220203
Al Dhaid Mall,Inside Al Dhaid Mall,Sharjah,,,25.281043905554,55.8771728537963,,,Working Hours: Monday to Thursday: 08am - 08pm <br>Friday: 08am - 08pm <br>Saturday: 08am - 08pm <br>Sunday: 08am - 08pm<br>Consumer & business services,BusinessCenter,20220204,20220204
Kalba Mall,"Kalba Mall, Fujairah",Fujairah,,,25.019,56.36,,,Working Hours:<br/>Monday to Thursday: 08am - 10pm <br>Friday: 09am - 09pm <br>Saturday: 09am - 09pm <br>Sunday: 09am - 09pm<br>Consumer & business services,BusinessCenter,20220205,20220205
Al Dhaid Mall,Inside Al Dhaid Mall,Sharjah,,,25.28101003,55.87714294,,,Working Hours:<br/>Monday to Thursday: 08:00 AM to 08:00 PM <br>Friday: 08:00 AM to 08:00 PM <br>Saturday: 08:00 AM to 08:00 PM <br>Sunday: 08:00 AM to 08:00 PM<br>Consumer & business services,BusinessCenter,20220206,20220206
Al Ghalilah Store,"Etisalat Building, Al Manama Road, North Rak",,,,26.013118,56.083931,,,Working Hours:<br/>Monday to Thursday: 08:00 AM to 05:00 PM <br>Friday: 08:00 AM to 12:00 PM <br>Saturday: 08:00 AM to 05:00 PM <br>Sunday: Closed<br>Consumer & business services,BusinessCenter,20220207,20220207
Reem Mall Store,"Reem Mall, Al Reem Island",Abu Dhabi,,,24.4898062752294,54.4020314949359,,,"Working Hours:<br/>Monday to Thursday: 10am - 10pm<br/>Friday: 10am - 12pm<br/>Saturday: 10am - 12pm<br/>Sunday: 10am - 10pm,<br>Consumer & business services",BusinessCenter,20220208,20220208
Al Falah,"Etisalat Building, Muroor Road, Opposite Al Falah Plaza, Al Dhafra, Abu Dhabi",Abu Dhabi,,,24.475613,54.372002,,,Working Hours:<br/>Sunday to Wednesday: 8am- 4pm<br/>Thursday:8am- 4pm<br/>Friday: Closed<br/>Saturday:8am- 13:00,PaymentMachine,1001,1001
Dragon Mart,"Inside Dragon Mart 2, Al Awir Road, Dubai",Dubai,,,25.173749,55.421993,,,Working Hours:<br/>Sunday to Wednesday:10am- 10pm<br/>Thursday:10am- 12am<br/>Friday: 10am- 12am<br/>Saturday:10am- 12am,Reseller,1068,1068
Dubai Silicon Oasis (DSO),"Inside Dubai Silicon Oasis HQ Building, Dubai",Dubai,,,25.125356,55.381248,,,Working Hours:<br/>Sunday to Wednesday:9am - 5pm<br/>Thursday:9am - 5pm<br/>Friday: Closed<br/>Saturday:Closed,Reseller,1070,1070
Dubai Airport Terminal One (T1),"Inside Dubai International Airport, Terminal 1, Arrival Area, Dubai",Dubai,,,25.24921316,55.35227537,,,Working Hours:<br/>Sunday to Wednesday:24hours<br/>Thursday:24hours<br/>Friday: 24hours<br/>Saturday:24hours,Reseller,1071,1071
Dubai Airport Terminal Two (T2),"Inside Dubai International Airport, Terminal 2, Arrival Area, Dubai",Dubai,,,25.265888,55.359077,,,Working Hours:<br/>Sunday to Wednesday:24hours<br/>Thursday:24hours<br/>Friday: 24hours<br/>Saturday:24hours,Reseller,1072,1072
Dubai Airport Terminal Three (T3),"Inside Dubai International Airport, Terminal 3, Arrival Area, Dubai",Dubai,,,25.245472,55.359957,,,Working Hours:<br/>Sunday to Wednesday:24hours<br/>Thursday:24hours<br/>Friday: 24hours<br/>Saturday:24hours,Reseller,1073,1073
Dubai Festival Centre (DFC),"Inside Dubai Festival Centre, Dubai Festival City, Dubai",Dubai,,,25.22363121,55.35554766,,,Working Hours:<br/>Sunday to Wednesday:10am- 10pm<br/>Thursday:10am- 12am<br/>Friday: 10am- 12am<br/>Saturday:10am- 12am,Reseller,1074,1074
Dubai International Financial Centre (DIFC),"Inside Dubai International Financial Centre, Sheikh Zayed Road",Dubai,,,25.21494416,55.28042972,,,Working Hours:<br/>Sunday to Wednesday: 9am - 3pm<br/>Thursday: 9am - 3pm<br/>Friday: Closed<br/>Saturday:9am - 3pm,Reseller,1075,1075
Dubai Mall 2,"Inside Dubai Mall, Near to Virgin Mega Store, Dubai",Dubai,,,25.198546,55.279608,,,Working Hours:<br/>Sunday to Wednesday: 10am - 10pm<br/>Thursday: 10am - 12am<br/>Friday: 10am - 12am<br/>Saturday: 10am - 12am,Reseller,1076,1076
Dubai World Trade Centre,"Inside Dubai World Trade Centre, Sheikh Zayed Road, Dubai",Dubai,,,25.2230343,55.28665781,,,Working Hours:<br/>Sunday to Thursday: 9am - 3pm<br/>Friday: Closed<br/>Saturday: 9am - 3pm,Reseller,1077,1077
Emirates Head Quarters (HQ),"Inside Emirates HQ Building, Airport Road, Dubai",Dubai,,,50.482942,55.36603,,,Working Hours:<br/>Sunday to Wednesday:8am- 8pm<br/>Thursday:8am- 8pm<br/>Friday: Closed<br/>Saturday:8am- 8pm,Reseller,1078,1078
Hatta,"Inside Union Cooperative Society Building, Hatta, Dubai",Dubai,,,24.816582,56.133227,,,Working Hours:<br/>Sunday to Wednesday:8am- 6am<br/>Thursday:8am- 6am<br/>Friday: Closed<br/>Saturday:8am- 13:00,Reseller,1082,1082
Hello Business HUB,"One JLT Building, Jumeirah Lake Towers, Dubai",Dubai,,,25.072784,55.144918,,,Working Hours:<br/>Sunday to Thursday: 10am - 4pm<br/>Friday: Closed<br/>Saturday: 10am - 4pm,Reseller,1083,1083
International City Pavilion,"Inside International City Pavilion, International City, Dubai",Dubai,,,25.158937,55.404739,,,Working Hours:<br/>Sunday to Wednesday:8:30am - 10pm<br/>Thursday:8:30am - 12am<br/>Friday: 8:30am - 12am<br/>Saturday:8:30am - 10pm,Reseller,1085,1085
Jebel Ali,"Etisalat Bulding, Near Jebel Ali Police Station, Dubai",Dubai,,,24.982778,55.137566,,,Working Hours:<br/>Sunday to Wednesday:8am- 4pm<br/>Thursday: 8am- 4pm<br/>Friday: Closed<br/>Saturday: 8am- 4pm,Reseller,1086,1086
Jebel Ali Free Zone Authority (JAFZA),"Inside Jebel Ali Free Zone Area, Dubai",Dubai,,,24.98706938,55.0905025,,,Working Hours:<br/>Sunday to Wednesday:07:30am - 3:30pm<br/>Thursday:7:30am - 3:30pm<br/>Friday: Closed<br/>Saturday:Closed,Reseller,1087,1087
Kharbash,"Jumeirah Road, Opposite Saga World Mall, Dubai",Dubai,,,25.162341,55.210272,,,Working Hours:<br/>Monday to Thursday:10am- 10pm<br/>Friday:02pm- 10pm<br/>Saturday:10am- 10pm<br/>Sunday:10am- 10pm,Reseller,1089,1089
Lamcy Plaza,"Inside Lamcy Plaza,  Oud Metha, Dubai",Dubai,,,25.234195,55.308115,,,Working Hours:<br/>Sunday to Wednesday:10am- 10:30pm<br/>Thursday:10am- 12am<br/>Friday: 10am- 12am<br/>Saturday:10am- 11pm,Reseller,1090,1090
Madina Mall,"Inside Madina Mall, Beirut Street, Muhaisnah 4, Dubai",Dubai,,,25.282278,55.398368,,,Working Hours:<br/>Sunday to Wednesday:10am- 10pm<br/>Thursday:10am- 12am<br/>Friday: 2pm - 12am<br/>Saturday:10am- 12am,Reseller,1092,1092
Marina Mall,"Inside Marina Mall, Sheikh Zayed Road, Dubai",Dubai,,,24.475879,54.321934,,,Working Hours:<br/>Sunday to Wednesday:10am- 10pm<br/>Thursday:10am- 12am<br/>Friday: 10am- 12am<br/>Saturday:10am- 10pm,Reseller,1093,1093
Mercato,"Inside Mercato Shopping Mall, Jumeirah Beach Road, Dubai",Dubai,,,25.216898,55.252737,,,Working Hours:<br/>Sunday to Wednesday:10am- 10pm<br/>Thursday:10am- 11pm<br/>Friday: 10am- 11pm<br/>Saturday:10am- 10pm,Reseller,1094,1094
Mirdif City Centre,"Inside Mirdif City Centre, Mirdif, Near Dubai Tennis Academy",Dubai,,,25.21818125,55.40834426,,,Working Hours:<br/>Sunday to Wednesday:10am- 10pm<br/>Thursday:10am- 12am<br/>Friday: 10am- 12am<br/>Saturday:10am- 12am,Reseller,1095,1095
Motor City,"The Ribbon, Motor City, Dubai",Dubai,,,25.045688,55.240351,,,Working Hours:<br/>Sunday to Wednesday:10am- 10pm<br/>Thursday:10am- 10pm<br/>Friday: 10am- 10pm<br/>Saturday:10am- 10pm,Reseller,1096,1096
My City Centre Al Barsha,"Inside My City Centre, Al Barsha South, Dubai",Dubai,,,25.069638,55.241912,,,Working Hours:<br/>Sunday to Thursday: 12pm - 10pm<br/>Friday and Saturday: 12pm - 10pm,Reseller,1097,1097
RTA Burjaman Metro Station,"Inside RTA Metro Station, Burjuman, Dubai",Dubai,,,25.254692,55.303828,,,Working Hours:<br/>Sunday to Wednesday:10am- 10pm<br/>Thursday:10am- 10pm<br/>Friday: 3pm - 10pm<br/>Saturday:10am- 10pm,Reseller,1099,1099
Time Square,"Inside Time Square Centre, Sheikh Zayed Road, Dubai",Dubai,,,25.139554,55.220042,,,Working Hours:<br/>Sunday to Wednesday:10am- 10pm<br/>Thursday:10am- 12am<br/>Friday: 10am- 12am<br/>Saturday:10am- 12am,Reseller,1100,1100
Al Fujairah City Centre,"Inside Al Fujairah City Centre, Fujairah, Near Headquarters of Fujairah Police",Fujairah,,,50.251358,56.302196,,,Working Hours:<br/>Sunday to Wednesday:10am- 11pm<br/>Thursday:10am- 12am<br/>Friday: 2pm - 12am<br/>Saturday:10am- 11pm,Reseller,1101,1101
Al Fujairah Mall,"Inside Al Fujairah Mall, Near Fujairah Hospital",Fujairah,,,25.122975,56.316166,,,Working Hours:<br/>Sunday to Wednesday:10am- 11pm<br/>Thursday:10am- 12am<br/>Friday: 2pm - 12am<br/>Saturday:10am- 11pm,Reseller,1103,1103
Al Fujairah Business Centre,"Etisalat Building, Sheikh Hamad Abdullah Street, Fujairah",Fujairah,,,25.121446,56.328836,,,Working Hours:<br/>Sunday to Wednesday:8am- 8pm<br/>Thursday:8am- 8pm<br/>Friday: Closed<br/>Saturday:9am- 5pm,Reseller,1104,1104
Century Mall,"Inside Century Mall, Fujairah Al Qasar Road, Near Umbrella Beach",Fujairah,,,25.157386,56.34995,,,Working Hours:<br/>Sunday to Wednesday:10am- 10pm<br/>Thursday:10am- 10pm<br/>Friday: 4pm - 10pm<br/>Saturday:10am- 10pm,Reseller,1105,1105
Dibba,"Etisalat Building, Dibba Al Fujairah Main Road, Sheikh Zayed Street, Next to Dibba Police Station - Fujairah",Fujairah,,,25.59201353,56.27479434,,,Working Hours:<br/>Sunday to Wednesday:8am- 8pm<br/>Thursday:8am- 8pm<br/>Friday: Closed<br/>Saturday:8am- 8pm,Reseller,1106,1106
Kalba,"Etisalat Building, Rugaylat Road, Fujairah",Fujairah,,,25.0597688,56.35530889,,,Working Hours:<br/>Sunday to Wednesday:8am- 4pm<br/>Thursday:8am- 4pm<br/>Friday: Closed<br/>Saturday:8am- 1pm,Reseller,1107,1107
Al Hamra Mall,"Inside Al Hamra  Mall, Ras Al Khaimah, E11, Sheikh Mohammad Bin Salem Road, Al Jazirah Al Hamra -",Ras Al Khaimah,,,25.682938,55.781871,,,Working Hours:<br/>Sunday to Wednesday:9am - 11pm<br/>Thursday:9am - 12am<br/>Friday: 9am - 12am<br/>Saturday:9am - 11pm,Reseller,1108,1108
Al Naeem Mall,"Inside Al Naeem Mall, Ras Al Khaimah, Bin Daher Street",Ras Al Khaimah,,,25.74854045,55.92512011,,,Working Hours:<br/>Sunday to Wednesday:9am - 11pm<br/>Thursday:9am - 11pm<br/>Friday: 2pm - 11pm<br/>Saturday:9am - 11pm,Reseller,1109,1109
Digdagah,"Etisalat Building, Airport Road, North Ras Al Khaimah, Al Digdagah",Ras Al Khaimah,,,25.68645035,55.96727371,,,Working Hours:<br/>Sunday to Wednesday:8am- 8pm<br/>Thursday:8am- 8pm<br/>Friday: Closed<br/>Saturday:8am- 8pm,Reseller,1110,1110
Ghalilah,"Etisalat Building, Al Manama Road, North Ras Al Khaimah",Ras Al Khaimah,,,26.013118,56.083931,,,Working Hours:<br/>Sunday to Wednesday:8am- 4pm<br/>Thursday:8am- 4pm<br/>Friday: Closed<br/>Saturday:8am- 13:00,Reseller,1111,1111
Manar Mall,"Inside Manar Mall, Al Muntasir Road, Al Nakheel",Ras Al Khaimah,,,25.785125,55.965622,,,Working Hours:<br/>Sunday to Wednesday: 10am - 10pm<br/>Thursday: 10am - 12am<br/>Friday: 10am - 12am<br/>Saturday: 10am - 10pm,Reseller,1112,1112
Nadiya,"Sheikh Muhammad Bin Salim Road, Nadiya Showroom, Khalifa Bin Zayed Area (previously known as Al Dhaid North)",Ras Al Khaimah,,,25.75922,55.91408,,,Working Hours:<br/>Sunday to Wednesday: 10am - 5pm 8pm - 11pm <br/>Thursday: 10am - 5pm 8pm - 11pm <br/>Friday: 2pm - 5pm  8pm-11am<br/>Saturday: 10am - 5pm 8pm - 11pm,Reseller,1115,1115
Ras Al Khaimah (RAS AL KHAIMAH)  Business Centre,"Etisalat Building, Bin Dhaher Street, Ras Al Khaimah",Ras Al Khaimah,,,25.790579,55.967004,,,Working Hours:<br/>Sunday to Wednesday:9am- 5pm<br/>Thursday:9am- 5pm<br/>Friday: Closed<br/>Saturday:am- 8pm,Reseller,1116,1116
Abu Shaghara,"Etisalat Building, Abu Shaghara, Sharjah Saad Bin Abi Waqas Street, behind King Faisal street, Al Wahda Street Old Sharjah",Sharjah,,,25.330892,55.395396,,,Working Hours:<br/>Sunday to Wednesday: 10am - 6pm<br/>Thursday: 10am - 6pm<br/>Friday: Closed<br/>Saturday: 10am - 6pm,Reseller,1117,1117
Al Dhaid,"Etisalat Building, Al Dhaid, Opposite to Economic Department",Sharjah,,,25.28189848,55.87649434,,,Working Hours:<br/>Sunday to Wednesday:8am- 5pm<br/>Thursday:8am- 5pm<br/>Friday: Closed<br/>Saturday:9am- 5pm,Reseller,1118,1118
Al Jubail,"Etisalat Building, Al Jubail Area, Near Sharjah Animal Market",Sharjah,,,25.355848,55.379778,,,Working Hours:<br/>Sunday to Wednesday:8am- 6am<br/>Thursday:8am- 6am<br/>Friday: Closed<br/>Saturday:8am- 13:00,Reseller,1119,1119
Al Nahda,"Etisalat Building, Al Nahda Area, Near to Safeer Mall, Sharjah",Sharjah,,,25.30653,55.37884,,,Working Hours:<br/>Sunday to Wednesday:8am- 8pm<br/>Thursday:8am- 8pm<br/>Friday: Closed<br/>Saturday:8am- 8pm,Reseller,1121,1121
Al Nouf,"Etisalat Building, Al Nouf Area, Sharjah, University City Road",Sharjah,,,25.28921,55.49999,,,Working Hours:<br/>Sunday to Wednesday:8am- 8pm<br/>Thursday:8am- 8pm<br/>Friday: Closed<br/>Saturday:8am- 8pm,Reseller,1122,1122
Al Sajaa,"Etisalat Building, Near to Al Sajaa Police Station, Sharjah",Sharjah,,,25.342893,55.628352,,,Working Hours:<br/>Sunday to Thursday: 10am- 4pm<br/>Friday: Closed<br/>Saturday: 10am - 4pm,Reseller,1123,1123
Industrial Area,"Industrial Area 2, Sharjah",Sharjah,,,25.318153,55.404141,,,Working Hours:<br/>Sunday to Wednesday:8am- 8pm<br/>Thursday:8am- 8pm<br/>Friday: Closed<br/>Saturday:8am- 8pm,Reseller,1124,1124
Khor Fakkan,"Etisalat Building, Khor Fakkan, Rugaylat Road, Sharjah Next to Federal Electricity and Water Authority",Sharjah,,,25.3357185,56.3478738,,,Working Hours:<br/>Sunday to Wednesday:8am- 8pm<br/>Thursday:8am- 8pm<br/>Friday: Closed<br/>Saturday:8am- 8pm,Reseller,1126,1126
Matajer Al Jurainah,"Inside Matajer Al Jurainah, Al Jurainah 1",Sharjah,,,25.296241,55.489229,,,Working Hours:<br/>Sunday to Wednesday:10am- 10pm<br/>Thursday:10am- 10pm<br/>Friday: 2pm - 11pm<br/>Saturday:10am- 10pm,Reseller,1127,1127
Matajer Al Khan,"Inside Matajer Al Khan, Al Khan, Sharjah Behind Dar Al khaleej Centre, Opposite Al Qasba, Al Khan",Sharjah,,,25.317864,55.378048,,,Working Hours:<br/>Sunday to Wednesday:10am- 10pm<br/>Thursday:10am- 10pm<br/>Friday: 2pm - 11pm<br/>Saturday:10am- 10pm,Reseller,1128,1128
Matajer Al Mirgab,"Inside Matajer Mirgab, Al Mirgab, Sharjah",Sharjah,,,25.387976,55.421748,,,Working Hours:<br/>Sunday to Wednesday:10am- 10pm<br/>Thursday:10am- 11pm<br/>Friday: 2pm - 11pm<br/>Saturday:10am- 10pm,Reseller,1129,1129
Matajer Al Quoz,"Inside Matajer Al Qouz, Al Qouz, Sharjah",Sharjah,,,25.352283,55.451915,,,Working Hours:<br/>Sunday to Wednesday:10am- 10pm<br/>Thursday:10am- 10pm<br/>Friday: 2pm - 11pm<br/>Saturday:10am- 10pm,Reseller,1130,1130
Mega Mall,"Inside Mega Mall, Sharjah Istiqlal Street, Al Bu Daniq, Near Immigration Office",Sharjah,,,25.345,55.398726,,,Working Hours:<br/>Sunday to Wednesday:10am- 11pm<br/>Thursday:10am- 12am<br/>Friday: 10am- 12am<br/>Saturday:10am- 12am,Reseller,1131,1131
Nesto,"Inside Nesto Hypermarket, King Abdul Aziz Street, School Zone Area, Muailih Commercial, Sharjah",Sharjah,,,25.300086,55.45461,,,Working Hours:<br/>Sunday to Wednesday:10am- 10pm<br/>Thursday:10am- 12am<br/>Friday: 13:00 - 12am<br/>Saturday:10am- 10pm,Reseller,1132,1132
Sahara Centre,"Inside Sahara Centre, Sharjah Near Ramada - Al Nahda Street",Sharjah,,,25.297832,55.373628,,,Working Hours:<br/>Sunday to Wednesday:10am- 11pm<br/>Thursday:10am- 12am<br/>Friday: 13:00 - 12am<br/>Saturday:10am- 12am,Reseller,1133,1133
Sharjah Airport International Free Zone (SAIF Zone),Inside Sharjah Airport International Free Zone Area,Sharjah,,,25.330229,55.498496,,,Working Hours:<br/>Sunday to Wednesday:8am - 4pm<br/>Thursday:8am - 4pm<br/>Friday: Closed<br/>Saturday:8am - 4pm,Reseller,1134,1134
Sharjah Airport,"Inside Sharjah International Airport, Arraival Area",Sharjah,,,25.321407,55.521013,,,Working Hours:<br/>Sunday to Wednesday:24hours<br/>Thursday:24hours<br/>Friday: 24hours<br/>Saturday:24hours,Reseller,1135,1135
Sharjah City Centre,"Inside Sharjah City Center, Al Wehda Road",Sharjah,,,25.325325,55.393082,,,Working Hours:<br/>Sunday to Wednesday: 10am- 9pm<br/>Thursday:10am- 12am<br/>Friday: 2pm - 12am<br/>Saturday:10am- 10pm,Reseller,1137,1137
Umm Al Quwain,"Etisalat Building, Umm Al Qwain next to UAQ Charity Association",Umm Al Quwain,,,25.576976,55.562078,,,Working Hours:<br/>Sunday to Wednesday:8am - 10pm<br/>Thursday:8am- 10pm<br/>Friday: Closed<br/>Saturday:9am - 5pm,Reseller,1138,1138
Al Radeem Mobile Phone,Al Radeem Mobile Phone,,,,24.47338667,54.376945,,,,Reseller,1139,1139
Al Raqi Mobile,Al Raqi Mobile,,,,24.50024,54.375805,,,,Reseller,1140,1140
Al Rouah Studio,Al Rouah Studio,,,,24.43939,54.41385333,,,,Reseller,1141,1141
Al Rawan Mobile Phones,Al Rawan Mobile Phones,,,,24.3322,54.58273833,,,,Reseller,1142,1142
Al Sadara Mobile Phones - Branch 4,Al Sadara Mobile Phones - Branch 4,,,,24.29989,54.62507667,,,,Reseller,1143,1143
Al Sadara Mobile Phones - Branch,Al Sadara Mobile Phones - Branch,,,,24.28770167,54.64145833,,,,Reseller,1144,1144
